geneNames	transcriptNames	id	fc	pval	qval
pcm	gene-PA3624	3719	99.6382293317215	4.84057238736568e-11	8.55554765024487e-11
.	gene-PA1053	1079	2107.326407696	4.84527973299009e-11	8.56086694589475e-11
bphP	gene-PA4117	4216	0.00125714359131229	4.84725592997393e-11	8.56086694589475e-11
.	rna-PA4280.5	4392	0.00114067268556289	4.84863260652446e-11	8.56086694589475e-11
.	gene-PA2159	2205	365876.191602899	4.85307349862296e-11	8.56132194874665e-11
wbpB	gene-PA3158	3237	0.00335768794082532	4.85882445389052e-11	8.56132194874665e-11
.	gene-PA2723	2778	0.000207471867673314	4.85896878288372e-11	8.56132194874665e-11
.	gene-PA2371	2421	0.000614181323017311	4.85994577914539e-11	8.56132194874665e-11
cca	gene-PA0584	592	0.00195598175773002	4.86017892598056e-11	8.56132194874665e-11
panE	gene-PA4397	4515	0.00241387154580529	4.86191087389898e-11	8.56132194874665e-11
.	gene-PA4869	5023	0.0169878438411497	4.86396478649453e-11	8.56132194874665e-11
.	gene-PA2359	2409	0.000101943309647516	4.86426454671118e-11	8.56132194874665e-11
.	gene-PA5312	5474	1.87523318224565e-05	4.86612972139255e-11	8.56132194874665e-11
katB	gene-PA4613	4739	0.0031705679265506	4.86735096671964e-11	8.56132194874665e-11
.	gene-PA1366	1396	0.00081026732240328	4.86755080686407e-11	8.56132194874665e-11
.	gene-PA0529	536	53.092693122484	4.8690940168683e-11	8.56132194874665e-11
slyD	gene-PA0837	853	159.24667788305	4.87858642372885e-11	8.57086242448015e-11
.	gene-PA1434	1464	108.183330250039	4.87978546459544e-11	8.57086242448015e-11
.	gene-PA1786	1824	25.429574134452	4.87985207797692e-11	8.57086242448015e-11
phhA	gene-PA0872	889	1513.37838271851	4.88126206121819e-11	8.57086242448015e-11
.	gene-PA2190	2236	78531.2991816215	4.88515894403463e-11	8.57207731298417e-11
.	gene-PA3945	4044	6.09939773172032e-05	4.88532547748832e-11	8.57207731298417e-11
.	gene-PA4335	4452	0.000318933762403848	4.89770446421289e-11	8.5890005452721e-11
.	gene-PA3450	3543	4.13188040202744e-07	4.89834839356718e-11	8.5890005452721e-11
.	gene-PA4781	4934	5.75464044211173e-05	4.90254503660026e-11	8.59339590179673e-11
pchP	gene-PA5292	5454	0.0098080081795126	4.90628648819325e-11	8.59670754004659e-11
.	gene-PA1025	1050	0.0264939702442538	4.90882889891964e-11	8.59670754004659e-11
gcvP1	gene-PA5213	5373	0.00054393786210214	4.90950613496466e-11	8.59670754004659e-11
.	gene-PA1491	1523	0.00297411503481074	4.91168217209292e-11	8.59755726164975e-11
.	gene-PA4066	4164	0.0165281496849386	4.91792162549132e-11	8.60351971921093e-11
.	gene-PA0881	898	0.0261655565169766	4.92010876484983e-11	8.60351971921093e-11
.	gene-PA1030	1054	2650.16486790275	4.92016427600106e-11	8.60351971921093e-11
.	gene-PA3649	3744	345.450491310547	4.9234616383842e-11	8.60439674836638e-11
.	gene-PA0422	427	41.2872330796417	4.92405005658725e-11	8.60439674836638e-11
nuoJ	gene-PA2645	2701	0.00922187332700076	4.92994534084801e-11	8.60818142916675e-11
.	gene-PA1840	1886	11.3109343203651	4.93169949322692e-11	8.60818142916675e-11
.	gene-PA0789	804	14.4806029283795	4.93273200063982e-11	8.60818142916675e-11
.	gene-PA4952	5107	126.175935623776	4.93298735193548e-11	8.60818142916675e-11
fbp	gene-PA5110	5266	37.7617345107171	4.93610707863468e-11	8.61048305159737e-11
.	gene-PA2751	2808	0.000958810730658569	4.94163598929731e-11	8.61048305159737e-11
.	gene-PA2953	3019	222.736075068162	4.94286833685464e-11	8.61048305159737e-11
.	gene-PA2156	2202	0.0134367063893541	4.94324581268302e-11	8.61048305159737e-11
.	gene-PA0462	468	0.000681594998846352	4.94352336843917e-11	8.61048305159737e-11
.	gene-PA2268	2315	67.6953569951516	4.94460028477306e-11	8.61048305159737e-11
.	gene-PA3269	3348	51.7456120128654	4.94797536276792e-11	8.61048305159737e-11
sucB	gene-PA1586	1622	0.00324552044164952	4.94823071406358e-11	8.61048305159737e-11
crfX	gene-PA1774	1811	215.114124536616	4.95066210248751e-11	8.61048305159737e-11
sdaB	gene-PA5379	5547	0.00514969526426133	4.95123941846032e-11	8.61048305159737e-11
copR	gene-PA2809	2870	41.2083722056935	4.95763430308216e-11	8.61712648622961e-11
.	gene-PA4634	4767	0.00219869373756139	4.95972152236845e-11	8.61712648622961e-11
dinB	gene-PA0923	946	58.7840333762393	4.96014340711781e-11	8.61712648622961e-11
.	gene-PA4498	4619	77.5115300520497	4.96263030669297e-11	8.61738554959217e-11
.	gene-PA2458	2509	0.0131892629547885	4.96427343676942e-11	8.61738554959217e-11
exbD1	gene-PA0199	203	0.0168505018736093	4.96538365979404e-11	8.61738554959217e-11
hpaA	gene-PA4091	4189	0.0195790256635985	4.96707119879147e-11	8.61738554959217e-11
.	gene-PA2464	2515	0.0207654092761694	4.97022423218141e-11	8.61972835420292e-11
.	gene-PA0601	609	156.688548077533	4.97181185110662e-11	8.61972835420292e-11
.	gene-PA0598	606	246.853485014445	4.97448748859597e-11	8.62083692336912e-11
.	gene-PA1688	1725	0.0692958379174503	4.97584196068601e-11	8.62083692336912e-11
.	MSTRG.2869.4	3522	0.058260339686262	4.9789838918457e-11	8.62334233311832e-11
.	gene-PA3959	4058	0.111572925933595	4.98223684530785e-11	8.62603825617652e-11
.	gene-PA1829	1874	0.000601650700264869	4.98754371136556e-11	8.63228719274809e-11
.	gene-PA3940	4039	144.395311842709	4.99051910907156e-11	8.6344980162058e-11
.	gene-PA1542	1575	0.000904999198490597	5.00981478523954e-11	8.66436878041569e-11
betC	gene-PA0031	31	0.00386559512283571	5.01119146179008e-11	8.66436878041569e-11
.	gene-PA4330	4447	106.727751236901	5.02007324598708e-11	8.67543821354797e-11
.	gene-PA2103	2148	0.000395105126325715	5.02100583332776e-11	8.67543821354797e-11
.	gene-PA4579	4704	0.0193051068000487	5.03319608213815e-11	8.68902642405625e-11
.	gene-PA2542	2593	45.5203143251399	5.03324049105913e-11	8.68902642405625e-11
faoA	gene-PA3014	3082	0.00153681974955738	5.035127870201e-11	8.68902642405625e-11
.	gene-PA4183	4283	0.00213725249226023	5.0357051861738e-11	8.68902642405625e-11
.	gene-PA1016	1040	56.0601028825313	5.03953545560876e-11	8.69092505659555e-11
pslA	gene-PA2231	2279	0.0062605928090253	5.04022379388402e-11	8.69092505659555e-11
.	gene-PA4027	4126	0.00123040835114428	5.04865038664093e-11	8.70089429174018e-11
.	gene-PA5486	5654	347.916428721409	5.04942754275817e-11	8.70089429174018e-11
.	gene-PA1745	1782	5.03338617942252e-05	5.05131492190003e-11	8.70119795998023e-11
msbA	gene-PA4997	5154	19.9119559466332	5.06374941977583e-11	8.7137283874925e-11
hpd	gene-PA0865	882	6.76469733345493e-07	5.06397146438076e-11	8.7137283874925e-11
osmE	gene-PA4876	5029	1.81261565997385e-05	5.06766850705276e-11	8.7137283874925e-11
pvcA	gene-PA2254	2301	744.346423849085	5.06772401820399e-11	8.7137283874925e-11
.	gene-PA4195	4295	0.000164777167335724	5.06923392151748e-11	8.7137283874925e-11
trpG	gene-PA0649	655	0.00168885140548555	5.07021091777915e-11	8.7137283874925e-11
.	gene-PA2564	2616	1642.7367043271	5.07085484713343e-11	8.7137283874925e-11
.	gene-PA0508	514	0.000393269456786748	5.07229813706545e-11	8.7137283874925e-11
potD	gene-PA3610	3703	0.0948451791509622	5.07467401433814e-11	8.71486570851383e-11
.	gene-PA2164	2210	0.000818350960499681	5.08046937852669e-11	8.72187265017157e-11
.	gene-PA0225	229	43.6436123219706	5.08665332077385e-11	8.72733936401022e-11
.	gene-PA3275	3354	87.7159208330584	5.08708630775345e-11	8.72733936401022e-11
relA	gene-PA0934	957	311.008397643888	5.09802200454601e-11	8.74315072280488e-11
.	gene-PA0697	709	26.3329574534368	5.09997599706935e-11	8.74355291473286e-11
.	gene-PA4233	4334	81.1853521789794	5.10407272003022e-11	8.74762715920245e-11
.	gene-PA1024	1049	0.00709312535018277	5.11362063804199e-11	8.76052998650068e-11
.	gene-PA2575	2628	0.000848412774485775	5.11665154689922e-11	8.76052998650068e-11
.	gene-PA0476	482	0.00118690834145415	5.11690689819488e-11	8.76052998650068e-11
.	gene-PA5376	5544	0.000544420727484455	5.12017095388728e-11	8.76052998650068e-11
.	gene-PA5028	5185	496.08246380021	5.12021536280827e-11	8.76052998650068e-11
psrA	gene-PA3006	3074	1202.21455453519	5.12601072699681e-11	8.76720518644623e-11
.	gene-PA0925	948	16.5323961185288	5.12756503923129e-11	8.76720518644623e-11
.	gene-PA4430	4550	19.4610025988851	5.1310733439891e-11	8.77025477451582e-11
wbpL	gene-PA3145	3224	0.00742488633788673	5.13940001667379e-11	8.78153531074806e-11
.	gene-PA5521	5689	5.75860355340847e-05	5.14335241064146e-11	8.78533658317494e-11
pvdO	gene-PA2395	2444	5955342.08613602	5.14805975626587e-11	8.78760625864302e-11
folM	gene-PA3437	3529	0.00548979280604356	5.14813747187759e-11	8.78760625864302e-11
stk1	gene-PA1671	1708	0.00486930335101494	5.15423259628278e-11	8.79505797050267e-11
.	gene-PA1047	1072	83.6495379420195	5.15760767427764e-11	8.79574749721566e-11
gabD	gene-PA0265	269	9.62079005763164e-05	5.15809617240848e-11	8.79574749721566e-11
pstS	gene-PA5369	5532	0.00402497811710483	5.16836573538626e-11	8.81030498305033e-11
.	gene-PA5462	5631	33.3693083803632	5.17952347678374e-11	8.82636624646291e-11
.	gene-PA5216	5376	26.3133481282239	5.2003956696467e-11	8.85297218348847e-11
.	gene-PA1627	1663	70.6710288700644	5.20223863986757e-11	8.85297218348847e-11
.	gene-PA3468	3561	18.8456378232449	5.20410381454894e-11	8.85297218348847e-11
ftsK	gene-PA2615	2671	241.558347726299	5.20508081081061e-11	8.85297218348847e-11
.	gene-PA5403	5571	185.197826828141	5.20583576246736e-11	8.85297218348847e-11
.	gene-PA2577	2630	0.00210130882861908	5.2063020561377e-11	8.85297218348847e-11
.	gene-PA4060	4158	31.5939636953174	5.20732346132036e-11	8.85297218348847e-11
.	gene-PA2745	2799	115.424493252223	5.21700460609509e-11	8.86130376271591e-11
.	gene-PA2282	2329	110.617688269454	5.21840348710612e-11	8.86130376271591e-11
.	gene-PA1978	2023	3.43618928182667e-05	5.21849230494809e-11	8.86130376271591e-11
.	gene-PA4321	4438	0.133683521255093	5.22026866178749e-11	8.86130376271591e-11
.	gene-PA3264	3343	0.0309306869364437	5.22133447589113e-11	8.86130376271591e-11
.	gene-PA4400	4518	1240.8453528463	5.22685228432351e-11	8.86130376271591e-11
.	gene-PA4062	4160	0.0274031745748583	5.22804022295986e-11	8.86130376271591e-11
.	gene-PA1041	1066	2.77251570918897e-08	5.22886178799808e-11	8.86130376271591e-11
.	gene-PA1103	1129	23.3398875568929	5.22912824152399e-11	8.86130376271591e-11
.	gene-PA2176	2223	7.13530893543374e-05	5.2311932563498e-11	8.86130376271591e-11
.	gene-PA2557	2608	1.20532062996583e-05	5.23139309649423e-11	8.86130376271591e-11
.	gene-PA5401	5569	0.00168689503825037	5.23797671903026e-11	8.86657867684891e-11
amn	gene-PA3970	4070	0.00133973332074169	5.23878718183823e-11	8.86657867684891e-11
.	gene-PA2730	2783	0.00319605412650386	5.24060794759862e-11	8.86657867684891e-11
recB	gene-PA4284	4397	19.5291310994071	5.24258414458245e-11	8.86657867684891e-11
.	gene-PA1389	1419	0.0177885267262857	5.2450932486181e-11	8.86657867684891e-11
.	gene-PA3859	3955	0.015985566396579	5.2471804679044e-11	8.86657867684891e-11
.	gene-PA3618	3712	151.525049385124	5.24833509985001e-11	8.86657867684891e-11
.	gene-PA2298	2347	0.00107347790103759	5.24894572251355e-11	8.86657867684891e-11
.	gene-PA4830	4984	97.0757112711753	5.25020027453138e-11	8.86657867684891e-11
.	gene-PA0148	152	0.0357159443179307	5.25612886548288e-11	8.87364385158713e-11
.	gene-PA2534	2585	21.4252279336809	5.25790522232228e-11	8.87369666628237e-11
.	gene-PA3129	3204	22.6596617582498	5.2606696776536e-11	8.87541649332068e-11
sdhC	gene-PA1581	1617	33.6678444677364	5.26312327053802e-11	8.87610111405507e-11
.	gene-PA5211	5371	34.9857533640543	5.26456656047003e-11	8.87610111405507e-11
.	gene-PA3902	4000	313.497782792148	5.26976240422528e-11	8.87870648152376e-11
.	gene-PA3199	3277	0.00724042749269598	5.2702953112771e-11	8.87870648152376e-11
murE	gene-PA4417	4536	156.822618301699	5.27135002315049e-11	8.87870648152376e-11
.	gene-PA1354	1384	0.000533329127898171	5.27354826473925e-11	8.87946785635731e-11
opdE	gene-PA2219	2267	18.4145286906792	5.28197485749615e-11	8.88617495828835e-11
.	gene-PA3754	3850	0.00205612235525202	5.28217469764058e-11	8.88617495828835e-11
.	MSTRG.1689.1	2044	7.50419578061984e-07	5.28277421807388e-11	8.88617495828835e-11
.	gene-PA5059	5216	157.168153164122	5.29766230883411e-11	8.9082714419383e-11
.	gene-PA4950	5105	62.0780266009996	5.3013815559666e-11	8.91157858250914e-11
.	gene-PA2066	2111	0.00255830136146172	5.30850918778469e-11	8.91785657177665e-11
.	gene-PA5157	5314	0.0273148283393444	5.31064081599197e-11	8.91785657177665e-11
.	gene-PA1628	1664	0.00625578174884026	5.31256150182458e-11	8.91785657177665e-11
.	gene-PA3140	3220	0.000350675351249383	5.31532595715589e-11	8.91785657177665e-11
.	gene-PA4139	4238	2.61299532621186e-08	5.31754640320514e-11	8.91785657177665e-11
.	gene-PA0639	646	1199.13803510018	5.31915622659085e-11	8.91785657177665e-11
pilA	gene-PA4525	4648	769569.059420144	5.32022204069449e-11	8.91785657177665e-11
mexG	gene-PA4205	4305	5031.26866410348	5.32136557040985e-11	8.91785657177665e-11
.	gene-PA3236	3313	0.000694716618345266	5.32178745515921e-11	8.91785657177665e-11
.	gene-PA1109	1135	238.272280506229	5.32308641609802e-11	8.91785657177665e-11
.	gene-PA5534	5701	70.1071332380897	5.32440758149733e-11	8.91785657177665e-11
phzS	gene-PA4217	4318	0.000717770689224551	5.32658361862559e-11	8.9185636156441e-11
morB	gene-PA2932	2997	0.0156456382853839	5.32973665201553e-11	8.92090548897266e-11
.	gene-PA3683	3778	57.9593899237795	5.33388888612762e-11	8.92491773147712e-11
.	gene-PA4895	5048	161.147631022076	5.34223776327281e-11	8.93350980169151e-11
.	gene-PA0976	1000	0.00191243134401148	5.34253752348945e-11	8.93350980169151e-11
.	gene-PA1471	1502	0.00530719722665457	5.3523185883364e-11	8.93564553059218e-11
gdhB	gene-PA3068	3139	0.0232746262793673	5.35280708646724e-11	8.93564553059218e-11
.	gene-PA4715	4861	1355.58151815474	5.35302913107216e-11	8.93564553059218e-11
.	gene-PA0334	339	0.0890999401348258	5.35316235783512e-11	8.93564553059218e-11
.	rna-PA3824.1	3921	71.2335256763747	5.35396171841285e-11	8.93564553059218e-11
cmpX	gene-PA1775	1812	96.8603368549996	5.35493871467452e-11	8.93564553059218e-11
.	gene-PA1418	1448	0.00689371338176184	5.35611555108062e-11	8.93564553059218e-11
ltaA	gene-PA5413	5581	54.0450605764822	5.35906874432612e-11	8.93764006720182e-11
.	gene-PA4177	4277	0.0122896496809914	5.36326538735921e-11	8.93970083145253e-11
.	gene-PA3440	3532	0.00608345257004249	5.36382049887152e-11	8.93970083145253e-11
.	gene-PA2423	2477	0.00117304217368192	5.36799493744411e-11	8.9409938195805e-11
capB	gene-PA3266	3345	0.000606336454352824	5.36843902665396e-11	8.9409938195805e-11
.	gene-PA0256	260	0.000476866188529669	5.36987121435573e-11	8.9409938195805e-11
.	gene-PA2566	2618	1828.52321758422	5.3736570748697e-11	8.9443686499877e-11
.	gene-PA2177	2224	0.0014184103621739	5.37716537962751e-11	8.94727943566947e-11
pntAB	gene-PA0195.1	199	0.00398584979316712	5.38113997805567e-11	8.95096394779623e-11
.	gene-PA2334	2384	894.511381550572	5.39238653729512e-11	8.96389925346509e-11
.	gene-PA1255	1284	0.00428012767229705	5.39244204844636e-11	8.96389925346509e-11
mltD	gene-PA1812	1857	37.971528484488	5.39537303723137e-11	8.96584048834036e-11
ftsE	gene-PA0374	379	58.0550927792088	5.39934763565952e-11	8.96951412196298e-11
.	gene-PA1944	1989	0.000497655802618755	5.40512079538757e-11	8.97225302528691e-11
.	gene-PA1832	1877	548.084967618724	5.40576472474186e-11	8.97225302528691e-11
.	gene-PA5089	5245	0.104819703277371	5.41104938633907e-11	8.97225302528691e-11
.	gene-PA4180	4280	0.00172444061980242	5.41131583986498e-11	8.97225302528691e-11
.	gene-PA0191	194	0.000402150656169182	5.41160449785139e-11	8.97225302528691e-11
.	gene-PA1066	1092	350.480663663137	5.4129034587902e-11	8.97225302528691e-11
pctA	gene-PA4309	4424	0.000715122355362022	5.41334754800005e-11	8.97225302528691e-11
.	gene-PA0951a	975	366.032844464776	5.41954259247746e-11	8.97867197258151e-11
putP	gene-PA0783	797	12.4411002763664	5.42244027457173e-11	8.97867197258151e-11
cbrB	gene-PA4726	4873	532.854921830096	5.42372813328029e-11	8.97867197258151e-11
.	gene-PA0618	626	1285.89557608684	5.4242832447926e-11	8.97867197258151e-11
.	gene-PA1833	1878	1405.68658411947	5.42842437667446e-11	8.98260265388533e-11
ahpC	gene-PA0139	143	0.000436037328978537	5.43038947142804e-11	8.98293118484437e-11
ndvB	gene-PA1163	1191	54.6845957770414	5.43343148251552e-11	8.98504035401346e-11
.	gene-PA0841	857	0.00306620394368496	5.43955991361145e-11	8.99225037734532e-11
.	gene-PA3440a	3533	0.0200054056299528	5.44705391902767e-11	9.0017124401221e-11
pgl	gene-PA3182	3260	2.85824299116313e-05	5.45632428128329e-11	9.01410297931303e-11
bfiS	gene-PA4197	4297	0.00499306169383608	5.46678258217526e-11	9.02607028703502e-11
dnaK	gene-PA4761	4914	0.00024804719789917	5.46995782002568e-11	9.02607028703502e-11
.	gene-PA1889	1936	66.031741368343	5.47045742038677e-11	9.02607028703502e-11
.	gene-PA0445	450	0.00473373633781038	5.47066836276144e-11	9.02607028703502e-11
moeA2	gene-PA3028	3096	83.8834247233737	5.47433209874271e-11	9.02918544343388e-11
phnC	gene-PA3384	3468	0.0338554749207962	5.47679679385737e-11	9.03032156185627e-11
ppiC2	gene-PA4176	4276	0.00602801184438772	5.48510126208157e-11	9.03639085267212e-11
ladS	gene-PA3974	4074	21.6208859648631	5.48731060590057e-11	9.03639085267212e-11
.	gene-PA3039	3108	106.895878115077	5.48799894417584e-11	9.03639085267212e-11
.	gene-PA2580	2633	0.00132829176402534	5.48905365604924e-11	9.03639085267212e-11
.	gene-PA2822	2886	54.6447856113708	5.48965317648253e-11	9.03639085267212e-11
.	MSTRG.1995.5	2453	1851063.78304547	5.49281731210272e-11	9.03639085267212e-11
fliC	gene-PA1092	1118	0.000227951890945552	5.49291723217493e-11	9.03639085267212e-11
.	gene-PA4736	4886	0.0129983303917799	5.49539302951985e-11	9.03753995960816e-11
.	gene-PA0259	263	0.00266043495863165	5.49973400154613e-11	9.04175473581056e-11
.	gene-PA2283	2330	244.315202699563	5.50461898285448e-11	9.0436102155365e-11
.	gene-PA0604	612	3.90246312360806e-06	5.50808287869131e-11	9.0436102155365e-11
.	gene-PA0314	319	129.215168597006	5.51072520948992e-11	9.0436102155365e-11
.	gene-PA2380	2429	0.0028782895514893	5.51135803661396e-11	9.0436102155365e-11
.	gene-PA0290	294	982.20586803528	5.51227952172439e-11	9.0436102155365e-11
.	gene-PA1166	1194	0.000358930142788934	5.5125681797108e-11	9.0436102155365e-11
.	gene-PA3051	3120	0.0190787693914435	5.5133120291373e-11	9.0436102155365e-11
.	gene-PA2225	2273	0.00265976594189363	5.51658718705994e-11	9.04584176745278e-11
.	gene-PA0313	318	221.905758309301	5.51823031713639e-11	9.04584176745278e-11
.	gene-PA2826	2890	111.563782803217	5.52564660694088e-11	9.05507992146129e-11
.	gene-PA2070	2115	46.7023270721726	5.53735945985068e-11	9.07135079038038e-11
pchB	gene-PA4230	4331	78399.0578439286	5.54515322548355e-11	9.08119296347305e-11
.	gene-PA0048	50	0.138137578514895	5.5483839744852e-11	9.08355843858895e-11
.	gene-PA3612	3705	404.099382952647	5.55042678485052e-11	9.0839781786176e-11
uvrC	gene-PA2585	2640	18.837758096855	5.55486767694902e-11	9.08806759750894e-11
.	gene-PA5022	5179	27.6946818529749	5.55713253191925e-11	9.08806759750894e-11
.	gene-PA4915	5068	8.21665316837096e-05	5.55828716386486e-11	9.08806759750894e-11
ilvD	gene-PA0353	358	0.00316709388718236	5.56090729020298e-11	9.0894289844687e-11
.	gene-PA0029	29	0.00540800292737536	5.5676352417322e-11	9.0939670912185e-11
.	gene-PA1835	1880	0.00397462874616691	5.57367485498617e-11	9.0939670912185e-11
.	gene-PA2919	2984	3.72493631964139e-05	5.57464074901759e-11	9.0939670912185e-11
.	gene-PA2963	3030	17.7214761042914	5.57696111513906e-11	9.0939670912185e-11
pcaD	gene-PA0231	235	0.00489861122479487	5.57739410211866e-11	9.0939670912185e-11
.	gene-PA1380	1410	30.2087695990593	5.5788929032019e-11	9.0939670912185e-11
.	gene-PA3348	3430	0.00175615216907303	5.57913715226732e-11	9.0939670912185e-11
.	gene-PA1655	1692	0.000425894822383599	5.5800919440685e-11	9.0939670912185e-11
.	gene-PA1108	1134	66.0498034809752	5.58204593659184e-11	9.0939670912185e-11
.	gene-PA1679	1716	176.397442677294	5.58249002580169e-11	9.0939670912185e-11
